Num Est,Año Est,Sexo,Depart Code,Depart Name,Prog Code,Prog Name,GPA,Muni,Año Cred,Prog Type,dropout
841-19-3255,3,M,AE,Administración de Empresas,MERC,Mercadeo,296,BAYAMON,SEG,Bachillerato,Y
841-19-3539,3,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,290,TOA BAJA,SEG,Bachillerato,Y
841-19-3923,3,M,TI,Ingeniería,GEMA,Gerencia de Materiales,334,BAYAMON,SEG,Bachillerato,Y
841-19-4356,3,F,CN,Biología,BIOG,Biología General,321,GUAYNABO,SEG,Bachillerato,Y
841-19-4602,3,M,AE,Administración de Empresas,MERC,Mercadeo,277,BAYAMON,SEG,Bachillerato,Y
841-19-4949,3,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,228,SAN JUAN,SEG,Bachillerato,Y
841-19-5026,3,F,AE,Administración de Empresas,FINA,Finanzas,369,BAYAMON,SEG,Bachillerato,Y
841-19-5135,3,F,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,270,BAYAMON,SEG,Bachillerato,Y
841-19-5342,3,F,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,257,BAYAMON,SEG,Bachillerato,Y
841-19-5363,3,M,AE,Administración de Empresas,FINA,Finanzas,211,NARANJITO,SEG,Bachillerato,Y
841-19-5726,3,F,CN,Biología,BIOG,Biología General,320,BAYAMON,TER,Bachillerato,Y
841-19-5984,3,M,AE,Administración de Empresas,FINA,Finanzas,308,BAYAMON,SEG,Bachillerato,Y
841-19-6224,3,M,TI,Ingeniería,GEMA,Gerencia de Materiales,204,COROZAL,SEG,Bachillerato,Y
841-19-6440,3,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,292,VEGA ALTA,SEG,Bachillerato,Y
841-19-6479,3,F,TI,Ingeniería,GEMA,Gerencia de Materiales,213,BAYAMON,SEG,Bachillerato,Y
841-19-6524,3,F,TI,Ingeniería,GEMA,Gerencia de Materiales,325,TOA BAJA,SEG,Bachillerato,Y
841-19-6692,3,F,AE,Administración de Empresas,MERC,Mercadeo,331,DORADO,SEG,Bachillerato,Y
841-19-6876,3,M,AE,Administración de Empresas,GERE,Gerencia,282,BAYAMON,SEG,Bachillerato,Y
841-19-6971,3,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,288,TRUJILLO ALTO,SEG,Bachillerato,Y
841-19-7004,3,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,195,SAN JUAN,SEG,Bachillerato,Y
841-19-7251,3,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,281,CAGUAS,SEG,Bachillerato,Y
841-19-7270,3,F,AE,Administración de Empresas,CONT,Contabilidad,332,BAYAMON,SEG,Bachillerato,Y
841-19-7278,3,M,CN,Biología,BHUM,Biología Enfoque Humano,270,VEGA ALTA,SEG,Bachillerato,Y
841-19-7389,3,M,AE,Administración de Empresas,MERC,Mercadeo,279,BAYAMON,SEG,Bachillerato,Y
841-19-7416,3,M,AE,Administración de Empresas,CONT,Contabilidad,271,VEGA ALTA,SEG,Bachillerato,Y
841-19-7526,3,F,CN,Biología,BIOG,Biología General,378,BAYAMON,TER,Bachillerato,Y
841-19-7541,3,M,TI,Ingeniería,GEMA,Gerencia de Materiales,316,TOA BAJA,SEG,Bachillerato,Y
841-19-7609,3,F,CN,Biología,BHUM,Biología Enfoque Humano,338,LOIZA,SEG,Bachillerato,Y
841-19-7722,3,M,AE,Administración de Empresas,GERE,Gerencia,248,CATANO,SEG,Bachillerato,Y
841-19-7915,3,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,300,BAYAMON,SEG,Bachillerato,Y
841-19-7920,3,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,356,BAYAMON,SEG,Bachillerato,Y
841-19-8051,3,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,303,TOA ALTA,SEG,Bachillerato,Y
841-19-8230,3,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,314,BAYAMON,SEG,Bachillerato,Y
841-19-8309,3,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,350,CATANO,SEG,Bachillerato,Y
841-19-8433,3,M,AE,Administración de Empresas,CONT,Contabilidad,181,BAYAMON,SEG,Bachillerato,Y
841-19-8618,3,F,AE,Administración de Empresas,FINA,Finanzas,273,DORADO,SEG,Bachillerato,Y
841-19-8625,3,F,CN,Biología,BIOG,Biología General,263,GUAYNABO,SEG,Bachillerato,Y
841-19-8859,3,M,EF,Educación Física,EFEE,Educación Física Especial y E;emental,272,ARECIBO,SEG,Bachillerato,Y
841-19-8982,3,F,CN,Biología,BIOG,Biología General,307,TOA BAJA,SEG,Bachillerato,Y
841-19-9129,3,F,TI,Ingeniería,GEMA,Gerencia de Materiales,296,TOA BAJA,SEG,Bachillerato,Y
841-19-9149,3,F,CN,Biología,BIOG,Biología General,331,COROZAL,TER,Bachillerato,Y
841-19-9157,3,M,AE,Administración de Empresas,GERE,Gerencia,243,TOA BAJA,SEG,Bachillerato,Y
841-19-9225,3,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,284,SABANA SECA,SEG,Bachillerato,Y
841-19-9482,3,M,CN,Biología,BHUM,Biología Enfoque Humano,319,BAYAMON,TER,Bachillerato,Y
841-19-9483,3,F,CC,Ciencias de Computadoras,CCOM,Ciencias de Cómputos,344,CAGUAS,SEG,Bachillerato,Y
841-19-9507,3,,AE,Administración de Empresas,FINA,Finanzas,159,CAGUAS,SEG,Bachillerato,Y
841-19-9560,3,F,CN,Biología,BIOG,Biología General,282,AGUAS BUENAS,SEG,Bachillerato,Y
841-19-9647,3,F,CN,Biología,BIOG,Biología General,341,SAN JUAN,SEG,Bachillerato,Y
841-19-9652,3,M,AE,Administración de Empresas,CONT,Contabilidad,223,CATANO,SEG,Bachillerato,Y
841-19-9731,3,M,CC,Ciencias de Computadoras,SICI,Ciencias de Computadoras,345,SAN JUAN,SEG,Bachillerato,Y
841-20-2978,2,F,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,311,TOA BAJA,SEG,Bachillerato,Y
841-20-3864,2,M,AE,Administración de Empresas,MERC,Mercadeo,292,BAYAMON,SEG,Bachillerato,Y
841-20-4182,2,M,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,229,NARANJITO,SEG,Bachillerato,Y
841-20-4492,2,F,CN,Biología,BIOG,Biología General,295,BAYAMON,SEG,Bachillerato,Y
841-20-5083,2,F,EF,Educación Física,EFEE,Educación Física Especial y E;emental,354,TOA ALTA,SEG,Bachillerato,Y
841-20-5417,2,M,EL,Electrónica,TIEL,Tecnología de la Ingeniería Electrónica,279,TOA BAJA,SEG,Bachillerato,Y
841-20-6769,2,F,AE,Administración de Empresas,MERC,Mercadeo,382,BAYAMON,SEG,Bachillerato,Y
841-20-7023,2,M,TI,Ingeniería,GEMA,Gerencia de Materiales,360,OROCOVIS,SEG,Bachillerato,Y
841-20-7892,2,M,AE,Administración de Empresas,CONT,Contabilidad,380,BAYAMON,SEG,Bachillerato,Y
841-20-8217,2,F,ED,Pedagogía,ESCO,Educación Preescolar y Elemental,342,BAYAMON,SEG,Bachillerato,Y
841-20-8905,2,F,SO,Sistemas de Oficina,SOFI,Sistemas de Oficina,261,TOA BAJA,SEG,Bachillerato,Y
841-20-9458,2,M,CN,Biología,BHUM,Biología Enfoque Humano,303,GUAYNABO,SEG,Bachillerato,Y
841-20-9953,2,F,CN,Biología,BIOG,Biología General,306,SAN JUAN,SEG,Bachillerato,Y
841-79-0561,más de 10,M,AE,Administración de Empresas,CONT,Contabilidad,271,BAYAMON,CUA,Bachillerato,Y
841-95-5281,más de 10,M,AE,Administración de Empresas,CONT,Contabilidad,313,BAYAMON,6TO,Bachillerato,Y
